quote_id,ts,market_symbol,market_name,local_symbol,strike,right,side,bid,ask,mid,spread,bid_size,ask_size,implied_prob
149,2026-05-26T18:53:11.440459+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
150,2026-05-26T18:53:11.892245+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
151,2026-05-26T18:54:11.514755+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
152,2026-05-26T18:55:11.728429+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
153,2026-05-26T18:55:12.183444+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
154,2026-05-26T18:55:12.575638+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
155,2026-05-26T18:55:12.895474+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.66,0.75,0.705,0.09,,,0.705
156,2026-05-26T18:55:13.278650+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.75,0.705,0.09,,,0.705
157,2026-05-26T18:55:13.797534+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
158,2026-05-26T18:55:14.161816+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
159,2026-05-26T18:56:11.614472+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
160,2026-05-26T18:56:12.168408+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
161,2026-05-26T18:59:12.067801+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
162,2026-05-26T18:59:12.558531+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
163,2026-05-26T18:59:13.121902+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.75,0.705,0.09,,,0.705
164,2026-05-26T18:59:13.705245+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
165,2026-05-26T18:59:14.136156+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
166,2026-05-26T19:00:11.995312+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
167,2026-05-26T19:00:12.430289+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
168,2026-05-26T19:02:12.315809+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
169,2026-05-26T19:02:12.761591+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
170,2026-05-26T19:02:13.197305+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
171,2026-05-26T19:03:12.367876+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
172,2026-05-26T19:06:12.757845+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
173,2026-05-26T19:06:13.337066+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
174,2026-05-26T19:07:12.783790+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
175,2026-05-26T19:07:13.269203+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
176,2026-05-26T19:10:12.996391+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
177,2026-05-26T19:10:13.455857+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
178,2026-05-26T19:12:13.175649+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
179,2026-05-26T19:12:13.580646+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
180,2026-05-26T19:14:13.254951+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
181,2026-05-26T19:16:13.306336+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
182,2026-05-26T19:17:13.437521+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
183,2026-05-26T19:17:13.879393+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
184,2026-05-26T19:18:13.506076+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
185,2026-05-26T19:18:13.856107+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
186,2026-05-26T19:20:13.554631+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
187,2026-05-26T19:20:13.933677+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
188,2026-05-26T19:23:14.082959+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
189,2026-05-26T19:24:14.171775+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
190,2026-05-26T19:24:14.537123+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
191,2026-05-26T19:27:14.344675+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
192,2026-05-26T19:27:14.745872+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
193,2026-05-26T19:27:15.258042+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.75,0.705,0.09,,,0.705
194,2026-05-26T19:27:15.591420+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
195,2026-05-26T19:27:15.958119+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
196,2026-05-26T19:28:14.397950+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
197,2026-05-26T19:33:05.543901+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
198,2026-05-26T19:33:05.977331+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
199,2026-05-26T19:33:14.858007+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
200,2026-05-26T19:37:15.251569+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
201,2026-05-26T19:37:15.610483+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
202,2026-05-26T19:39:15.489569+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
203,2026-05-26T19:39:16.017447+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
204,2026-05-26T19:41:15.402496+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
205,2026-05-26T19:43:15.648437+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
206,2026-05-26T19:43:16.020755+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
207,2026-05-26T19:44:15.847029+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
208,2026-05-26T19:44:16.282399+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
209,2026-05-26T19:46:16.033265+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
210,2026-05-26T19:49:16.233176+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
211,2026-05-26T19:49:16.717487+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
212,2026-05-26T19:50:16.323759+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
213,2026-05-26T19:52:16.426157+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
214,2026-05-26T19:55:16.440875+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
215,2026-05-26T19:55:16.808597+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
216,2026-05-26T19:57:16.456445+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
217,2026-05-26T19:57:16.763410+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
218,2026-05-26T19:58:16.477209+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
219,2026-05-26T19:58:16.906112+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
220,2026-05-26T20:00:16.822658+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
221,2026-05-26T20:00:17.279546+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
222,2026-05-26T20:01:16.735820+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
223,2026-05-26T20:01:17.202374+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
224,2026-05-26T20:04:17.110708+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
225,2026-05-26T20:05:17.055754+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
226,2026-05-26T20:05:17.576597+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
227,2026-05-26T20:08:17.079670+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
228,2026-05-26T20:08:17.444834+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
229,2026-05-26T20:12:17.378223+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
230,2026-05-26T20:15:17.536958+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
231,2026-05-26T20:16:17.675396+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
232,2026-05-26T20:18:17.893304+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
233,2026-05-26T20:20:18.009561+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
234,2026-05-26T20:20:18.549832+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
235,2026-05-26T20:21:18.232561+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
236,2026-05-26T20:21:18.768201+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
237,2026-05-26T20:23:18.369735+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
238,2026-05-26T20:23:18.803108+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
239,2026-05-26T20:26:18.586825+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
240,2026-05-26T20:29:18.597010+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
241,2026-05-26T20:29:19.073475+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
242,2026-05-26T20:29:19.480336+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
243,2026-05-26T20:29:19.839774+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,P,NO,0.66,0.75,0.705,0.09,,,0.705
244,2026-05-26T20:30:18.717626+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
245,2026-05-26T20:33:18.697066+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
246,2026-05-26T20:33:19.155883+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
247,2026-05-26T20:36:19.035396+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
248,2026-05-26T20:37:18.959213+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
249,2026-05-26T20:39:19.326543+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
250,2026-05-26T20:42:19.583411+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
251,2026-05-26T20:43:19.631475+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
252,2026-05-26T20:45:19.833193+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
253,2026-05-26T20:45:20.315921+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
254,2026-05-26T20:48:19.900505+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
255,2026-05-26T20:48:20.384781+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
256,2026-05-26T20:50:20.093520+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
257,2026-05-26T20:50:20.440771+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
258,2026-05-26T20:51:20.173001+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
259,2026-05-26T20:54:20.437539+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
260,2026-05-26T20:56:20.379558+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
261,2026-05-26T20:56:20.759763+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
262,2026-05-26T20:57:20.419816+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
263,2026-05-26T20:59:20.570906+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
264,2026-05-26T21:02:21.034817+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
265,2026-05-26T21:02:21.505064+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
266,2026-05-26T21:02:21.923375+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,C,YES,0.08,0.15,0.115,0.07,,,0.115
267,2026-05-26T21:02:22.200934+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
268,2026-05-26T21:02:22.483284+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
269,2026-05-26T21:03:21.192567+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
270,2026-05-26T21:07:21.638751+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
271,2026-05-26T21:09:21.779577+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
272,2026-05-26T21:10:21.875202+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
273,2026-05-26T21:12:22.183289+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
274,2026-05-26T21:12:22.683268+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
275,2026-05-26T21:12:23.093079+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.74,0.7,0.08,,,0.7
276,2026-05-26T21:12:23.549817+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,P,NO,0.5,0.59,0.545,0.09,,,0.545
277,2026-05-26T21:12:23.874297+00:00,CONTROLS-2028,Will the Republican party win the Senate in 2028?,CONTROLS-2028-D,0.0,C,YES,0.5,0.59,0.545,0.09,,,0.545
278,2026-05-26T21:13:22.157952+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
279,2026-05-26T21:13:22.616684+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
280,2026-05-26T21:15:22.401424+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
281,2026-05-26T21:18:22.677903+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
282,2026-05-26T21:19:22.685994+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
283,2026-05-26T21:20:22.811400+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
284,2026-05-26T21:21:23.004303+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
285,2026-05-26T21:21:23.482069+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
286,2026-05-26T21:22:23.175092+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
287,2026-05-26T21:24:23.630758+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
288,2026-05-26T21:27:23.692563+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
289,2026-05-26T21:28:23.691828+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
290,2026-05-26T21:28:24.037536+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
291,2026-05-26T21:32:24.168738+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
292,2026-05-26T21:34:24.645704+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
293,2026-05-26T21:34:25.123593+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
294,2026-05-26T21:35:24.458507+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
295,2026-05-26T21:37:24.576823+00:00,CHINAUSGDP,Will China overtake US GDP by 2030?,CHINAUSGDP-30,0.0,C,YES,0.19,0.23,0.21,0.04,,,0.21
296,2026-05-26T21:37:25.042142+00:00,GOVPARTYLA-27,Will the Republican party win the governorship in Louisiana,GOVPARTYLA-27-D,0.0,P,NO,0.08,0.15,0.115,0.07,,,0.115
297,2026-05-26T21:37:25.460208+00:00,CONTROLH-2028,Will the Republican party win the House in 2028?,CONTROLH-2028-D,0.0,C,YES,0.66,0.74,0.7,0.08,,,0.7
